,category,sub_category,name,Unnamed: 0,Carbohydrates,Proteins,Fats,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B7,Vitamin B9,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Iodine,Alanine,Arginine,Asparagine,Aspartic Acid,Cysteine,Glutamic Acid,Glutamine,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine,Saturated Fatty Acids,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,Omega-3 Fatty Acids,Omega-6 Fatty Acids,Trans Fatty Acids,Flavonoids,Carotenoids,Polyphenols,Glucosinolates,Phytosterols,Glucose,Fructose,Sucrose,Citric Acid,Lactic Acid,Fiber,Cholesterol,Antioxidants,Probiotics,Prebiotics,Water,Alcohol,Caffeine,Theobromine,Tannins,Lectins,Phytic Acid,Oxalates,bias,score
144,nosh,Snacks,beef_jerky,-158.4,-54.24,-39.60000000000003,-10.709999999999999,0,0.43200000000000005,0.194,7.5600000000000005,0.258,0.8339999999999997,0.0,30.3,-0.9920000000000005,0.0,-0.0,0.9000000000000001,0.0,84.39999999999999,2.5199999999999982,267.9,919.6000000000001,-60.0,-1994.9999999999989,-0.5100000000000001,80.1,0,-20.099999999999998,-0.0,-2336.0,-3212.0,0,-1168.0,-88.0,-2190.0,0,-1460.0,-438.0,-876.0,-1752.0,-1460.0,-292.0,-876.0,0,-876.0,-876.0,22.0,0,-876.0,-16.125,18.925,7.48,3.0140000000000002,-0.10400000000000001,-0.0,0.0,0.0,0.0,0,0.0,-3.185,-3.4050000000000002,-6.37,0,0,0.0,-485.6,0.0,0.0,0.0,5.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.59,-20171.533999999996
130,nosh,Breakfast Foods,egg,-143.0,-4.068,-15.12000000000001,-16.217999999999996,0,0.0432,0.485,0.10800000000000001,0.602,0.13899999999999998,21.6,94.94,-0.6820000000000004,0.0,-0.1979999999999999,1.8000000000000003,0.8700000000000001,236.32,1.1339999999999992,107.16,718.9600000000002,-15.12,-188.85999999999987,-0.17000000000000004,53.39999999999999,0,-20.099999999999998,-16.08,-954.84,-1243.92,0,-2077.58,-92.84,-3060.16,0,-602.98,-383.98,-906.66,-1368.02,-1268.74,-553.34,-744.6,0,-730.0,-861.4,18.04,0,-803.0,-19.995,30.28,10.472,4.521,-0.14300000000000002,-0.0,0.0,0.0,0.0,0,0.0,-0.0,-0.0,-0.0,0,0,0.0,-2264.11,2.7100000000000004,0.0,0.0,43.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.400000000000006,-16983.439799999996
126,nosh,Breakfast Foods,cereal,-138.60000000000002,-569.52,-9.600000000000007,-1.5299999999999998,0,1.2744,1.2319,15.66,0.516,2.0849999999999995,32.400000000000006,1212.0,-3.720000000000002,92.60999999999999,-1.0259999999999994,18.000000000000004,7.250000000000001,46.419999999999995,5.0399999999999965,44.65,75.24000000000001,-8.16,-879.1299999999994,-1.8700000000000006,177.99999999999997,0,-10.854,-46.89999999999999,-730.0,-876.0,0,-1752.0,-88.0,-4672.0,0,-730.0,-438.0,-730.0,-1314.0,-584.0,-438.0,-876.0,0,-876.0,-730.0,11.0,0,-876.0,-0.645,1.5140000000000002,2.9920000000000004,1.5070000000000001,-0.039,-0.0,0.19899999999999998,96.0,1.4140000000000001,0,560.0,-19.11,-20.43,-50.96,0,0,31.23,-0.0,0.0,0.0,0.67,2.32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6200000000000001,-0.0,-0.6699999999999982,-15032.160700000002
145,nosh,Fast Food,burger,-159.5,-135.6,-18.000000000000014,-19.889999999999997,0,0.10800000000000001,0.194,4.32,0.215,0.41699999999999987,5.4,40.4,-0.6200000000000003,22.049999999999997,-0.035999999999999976,1.26,29.000000000000004,337.59999999999997,1.2599999999999991,178.6,627.0000000000001,-24.0,-598.4999999999997,-0.4250000000000001,133.49999999999997,0,-8.04,-13.399999999999999,-1022.0,-1168.0,0,-1460.0,-88.0,-2190.0,0,-1022.0,-438.0,-876.0,-1460.0,-1314.0,-292.0,-730.0,0,-876.0,-730.0,22.0,0,-1022.0,-32.25,30.28,7.48,3.0140000000000002,-0.10400000000000001,-4.6499999999999995,19.9,144.0,141.4,0,56.0,-12.74,-6.8100000000000005,-6.37,0,0,15.615,-364.20000000000005,135.5,0.0,0.67,26.099999999999998,-0.0,-0.0,-0.0,-9.75,-0.09,-31.000000000000007,-11.100000000000001,2.42,-14159.372000000001
128,nosh,Breakfast Foods,waffle,-140.8,-189.84,-7.800000000000005,-16.064999999999998,0,0.0648,0.11639999999999999,1.296,0.17200000000000001,0.13899999999999998,5.4,70.7,-0.37200000000000016,2.2049999999999996,-0.17999999999999988,0.7200000000000002,7.250000000000001,211.0,1.5749999999999988,125.02,292.6,-16.8,-664.9999999999995,-0.10200000000000002,31.149999999999995,0,-4.3549999999999995,-7.369999999999999,-408.8,-452.59999999999997,0,-1211.8,-48.4,-3066.0,0,-467.2,-233.6,-467.2,-759.1999999999999,-613.1999999999999,-233.6,-452.59999999999997,0,-467.2,-467.2,12.1,0,-627.8,-19.35,26.495,7.48,3.0140000000000002,-0.065,-0.0,0.0,96.0,0.7070000000000001,0,112.0,-25.48,-20.43,-38.22,0,0,10.41,-364.20000000000005,0.0,0.0,0.067,34.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6200000000000001,-0.0,-13.17,-10454.137800000004
127,nosh,Breakfast Foods,Pancake,-139.70000000000002,-191.87400000000002,-7.200000000000005,-6.884999999999999,0,0.054000000000000006,0.097,1.1880000000000002,0.129,0.13899999999999998,5.4,60.6,-0.31000000000000016,2.2049999999999996,-0.17999999999999988,0.54,5.800000000000001,168.79999999999998,1.448999999999999,107.16,267.52000000000004,-15.6,-571.8999999999996,-0.08500000000000002,26.699999999999996,0,-4.02,-6.699999999999999,-394.2,-438.0,0,-1168.0,-44.0,-2920.0,0,-438.0,-219.0,-438.0,-730.0,-584.0,-219.0,-438.0,0,-438.0,-438.0,11.0,0,-584.0,-7.74,11.355,3.74,1.5070000000000001,-0.052000000000000005,-0.0,0.0,96.0,0.7070000000000001,0,112.0,-25.48,-20.43,-38.22,0,0,10.41,-364.20000000000005,0.0,0.0,0.067,34.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6200000000000001,-0.0,-13.17,-9975.199000000002
129,nosh,Breakfast Foods,oatmeal,-141.9,-447.48,-20.280000000000012,-10.556999999999999,0,0.8208000000000001,0.1358,0.9720000000000001,0.43,0.16679999999999995,0.0,117.16,-0.0,0.0,-0.0,0.54,0.0,227.88,2.708999999999998,1580.61,2186.1400000000003,-51.48,-2.6599999999999984,-0.5270000000000001,0.5339999999999999,0,-23.048,-0.0,-800.0799999999999,-982.5799999999999,0,-1708.2,-92.84,-2788.6,0,-567.9399999999999,-386.9,-633.64,-1175.3,-735.84,-213.16,-639.48,0,-846.8,-572.3199999999999,9.13,0,-696.42,-7.74,11.355,23.188000000000002,4.521,-0.364,-0.0,0.0,0.0,3.535,0,1.68,-4.459,-4.086,-5.096,0,0,104.1,-0.0,6.775,0.0,0.335,4.64,-0.0,-0.0,-0.0,-0.0,-0.0,-9.3,-0.0,7.609999999999999,-9274.1096
116,nosh,Baked,pastry,-127.60000000000001,-345.78000000000003,-6.000000000000004,-30.599999999999994,0,0.21600000000000003,0.194,1.62,0.215,0.06949999999999999,5.4,60.6,-0.31000000000000016,2.2049999999999996,-0.08999999999999994,2.7,29.000000000000004,211.0,0.9449999999999994,178.6,292.6,-14.399999999999999,-398.9999999999998,-0.11900000000000002,133.49999999999997,0,-6.699999999999999,-6.699999999999999,-438.0,-584.0,0,-876.0,-44.0,-2190.0,0,-292.0,-292.0,-584.0,-876.0,-730.0,-219.0,-438.0,0,-584.0,-438.0,11.0,0,-584.0,-64.5,45.42,14.96,4.521,-0.195,-4.6499999999999995,19.9,288.0,141.4,0,56.0,-63.7,-34.050000000000004,-127.4,0,0,20.82,-303.5,67.75,0.0,0.67,14.499999999999998,-0.0,-0.0,-0.0,-1.95,-0.18,-12.400000000000002,-5.550000000000001,-13.17,-9133.7385
141,nosh,Snacks,potato_chip,-155.10000000000002,-352.56,-8.400000000000006,-53.54999999999999,0,0.0648,0.029099999999999997,1.512,0.129,0.27799999999999997,0.0,80.8,-0.0,61.73999999999999,-0.0,6.300000000000001,87.00000000000001,101.28,0.8189999999999995,401.84999999999997,501.6000000000001,-144.0,-771.3999999999995,-0.13600000000000004,169.1,0,-0.8709999999999999,-0.0,-408.8,-511.0,0,-1284.8,-66.0,-1825.0,0,-467.2,-277.4,-496.4,-832.1999999999999,-627.8,-204.4,-613.1999999999999,0,-511.0,-408.8,11.0,0,-540.1999999999999,-64.5,151.4,29.92,4.521,-0.48100000000000004,-0.9299999999999999,19.9,0.0,353.5,0,112.0,-0.637,-0.681,-1.274,0,0,41.64,-0.0,27.1,0.0,0.0,1.16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.55,-8474.627099999998
118,nosh,Baked,brownie,-129.8,-372.90000000000003,-4.800000000000003,-38.24999999999999,0,0.21600000000000003,0.194,2.16,0.215,0.13899999999999998,4.32,60.6,-0.31000000000000016,4.409999999999999,-0.08999999999999994,2.7,29.000000000000004,295.4,1.5749999999999988,625.1,334.40000000000003,-24.0,-199.4999999999999,-0.17000000000000004,160.2,0,-6.699999999999999,-10.049999999999999,-365.0,-438.0,0,-730.0,-44.0,-1168.0,0,-292.0,-365.0,-438.0,-730.0,-584.0,-219.0,-438.0,0,-438.0,-365.0,16.5,0,-511.0,-77.4,60.56,14.96,4.521,-0.195,-4.6499999999999995,15.919999999999998,144.0,98.98,0,44.8,-127.4,-68.10000000000001,-178.36,0,0,10.41,-485.6,67.75,0.0,0.67,10.44,-0.0,-0.0,-0.0,-1.95,-0.18,-6.200000000000001,-5.550000000000001,-13.17,-6870.1849999999995
120,nosh,Baked,bread,-132.0,-339.0,-10.800000000000008,-3.0599999999999996,0,0.54,0.388,4.32,0.34400000000000003,0.27799999999999997,6.48,101.0,-0.31000000000000016,4.409999999999999,-0.035999999999999976,1.8000000000000003,43.50000000000001,633.0,2.2049999999999983,267.9,501.6000000000001,-21.599999999999998,-531.9999999999997,-0.20400000000000004,133.49999999999997,0,-10.049999999999999,-13.399999999999999,-438.0,-511.0,0,-876.0,-35.2,-1168.0,0,-292.0,-438.0,-511.0,-803.0,-511.0,-175.2,-438.0,0,-438.0,-365.0,13.2,0,-511.0,-3.225,3.785,3.74,0.7535000000000001,-0.0325,-0.0,7.959999999999999,96.0,56.56,0,22.4,-95.55,-40.86,-114.66,0,0,20.82,-0.0,54.2,0.0,1.0050000000000001,17.4,-0.0,-0.0,-0.0,-0.975,-0.09,-4.960000000000001,-4.995000000000001,-10.39,-6849.509000000002
121,nosh,Baked,croissant,-133.10000000000002,-305.1,-8.400000000000006,-38.24999999999999,0,0.43200000000000005,0.291,2.7,0.301,0.27799999999999997,8.64,90.9,-0.4960000000000003,2.2049999999999996,-0.07199999999999995,3.2400000000000007,58.00000000000001,422.0,1.8899999999999988,312.55,376.20000000000005,-18.0,-398.9999999999998,-0.17000000000000004,177.99999999999997,0,-8.04,-16.75,-365.0,-438.0,0,-730.0,-52.8,-1022.0,0,-321.2,-408.8,-423.4,-730.0,-467.2,-204.4,-423.4,0,-394.2,-350.4,14.3,0,-481.8,-96.75,60.56,7.48,4.521,-0.091,-7.4399999999999995,9.95,115.19999999999999,70.7,0,28.0,-95.55,-54.480000000000004,-140.14000000000001,0,0,15.615,-485.6,54.2,0.0,0.67,14.499999999999998,-0.0,-0.0,-0.0,-1.56,-0.135,-6.200000000000001,-6.105000000000001,-13.17,-6793.876
117,nosh,Baked,cookie,-128.70000000000002,-474.6,-6.600000000000005,-30.599999999999994,0,0.162,0.097,1.08,0.129,0.05559999999999999,3.24,40.4,-0.24800000000000014,0.8819999999999999,-0.035999999999999976,1.8000000000000003,14.500000000000002,168.79999999999998,1.2599999999999991,267.9,209.00000000000003,-18.0,-398.9999999999998,-0.10200000000000002,88.99999999999999,0,-3.3499999999999996,-10.049999999999999,-292.0,-438.0,0,-584.0,-39.6,-1168.0,0,-219.0,-262.8,-438.0,-730.0,-584.0,-175.2,-438.0,0,-438.0,-292.0,9.9,0,-438.0,-64.5,45.42,14.96,4.521,-0.195,-4.6499999999999995,15.919999999999998,240.0,106.05000000000001,0,44.8,-76.44,-40.86,-114.66,0,0,15.615,-182.10000000000002,40.650000000000006,0.0,0.536,8.7,-0.0,-0.0,-0.0,-1.56,-0.135,-9.3,-4.44,-13.17,-6774.5184
119,nosh,Baked,muffin,-130.9,-339.0,-7.200000000000005,-27.539999999999996,0,0.21600000000000003,0.1455,1.296,0.17200000000000001,0.06949999999999999,5.4,80.8,-0.37200000000000016,3.5279999999999996,-0.10799999999999993,2.16,34.800000000000004,253.2,1.2599999999999991,223.25,250.80000000000004,-15.6,-332.4999999999998,-0.11900000000000002,142.39999999999998,0,-8.04,-8.04,-292.0,-408.8,0,-700.8,-39.6,-1095.0,0,-262.8,-394.2,-408.8,-613.1999999999999,-438.0,-146.0,-408.8,0,-408.8,-321.2,11.0,0,-438.0,-51.6,52.99,14.96,3.0140000000000002,-0.234,-3.7199999999999998,11.939999999999998,192.0,84.84,0,33.599999999999994,-114.66,-61.290000000000006,-140.14000000000001,0,0,15.615,-424.90000000000003,81.30000000000001,0.0,0.804,11.6,-0.0,-0.0,-0.0,-2.34,-0.162,-6.820000000000002,-6.660000000000001,-13.17,-6557.955
142,nosh,Snacks,popcorn,-156.20000000000002,-522.0600000000001,-10.800000000000008,-6.119999999999999,0,0.43200000000000005,0.097,1.296,0.215,0.13899999999999998,0.0,0.0,-0.0,0.0,-0.0,0.18000000000000005,0.0,33.76,0.7559999999999995,803.6999999999999,146.3,-32.4,-1.3299999999999992,-0.10200000000000002,88.99999999999999,0,-0.0,-0.0,-438.0,-730.0,0,-1168.0,-35.2,-1606.0,0,-292.0,-146.0,-321.2,-540.1999999999999,-438.0,-175.2,-438.0,0,-321.2,-292.0,7.7,0,-365.0,-3.225,7.57,18.700000000000003,1.5070000000000001,-0.26,-0.0,0.0,0.0,106.05000000000001,0,0.0,-2.548,-3.4050000000000002,-5.096,0,0,145.74,-0.0,135.5,0.0,0.0,3.4799999999999995,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.47,-6552.894000000001
143,nosh,Snacks,cracker,-157.3,-481.38,-8.400000000000006,-27.539999999999996,0,0.43200000000000005,0.291,2.16,0.258,0.27799999999999997,0.0,80.8,-0.0,0.0,-0.0,1.26,0.0,168.79999999999998,1.7639999999999987,446.5,459.80000000000007,-22.8,-664.9999999999995,-0.17000000000000004,177.99999999999997,0,-13.399999999999999,-0.0,-438.0,-730.0,0,-876.0,-44.0,-1022.0,0,-219.0,-146.0,-292.0,-438.0,-365.0,-146.0,-292.0,0,-219.0,-219.0,5.5,0,-219.0,-22.575,60.56,37.400000000000006,4.521,-0.52,-4.6499999999999995,3.9799999999999995,0.0,106.05000000000001,0,84.0,-3.185,-3.4050000000000002,-9.555,0,0,31.23,-0.0,94.85000000000001,0.0,0.0,2.9,-0.0,-0.0,-0.0,-0.0,-0.0,-186.00000000000003,-0.0,1.6400000000000001,-5497.906
148,nosh,Fast Food,chicken_nugget,-162.8,-101.7,-15.60000000000001,-15.299999999999997,0,0.21600000000000003,0.194,2.16,0.215,0.5559999999999999,5.4,40.4,-0.4960000000000003,22.049999999999997,-0.053999999999999965,1.8000000000000003,43.50000000000001,211.0,0.9449999999999994,223.25,418.00000000000006,-30.0,-797.9999999999995,-0.17000000000000004,44.49999999999999,0,-10.049999999999999,-6.699999999999999,-438.0,-365.0,0,-584.0,-17.6,-730.0,0,-292.0,-102.2,-146.0,-292.0,-219.0,-73.0,-146.0,0,-175.2,-146.0,4.4,0,-175.2,-19.35,37.85,14.96,3.0140000000000002,-0.234,-2.7899999999999996,9.95,48.0,70.7,0,28.0,-3.185,-1.362,-6.37,0,0,20.82,-303.5,203.25,0.0,0.201,28.999999999999996,-0.0,-0.0,-0.0,-9.75,-0.44999999999999996,-24.800000000000004,-11.100000000000001,0.5400000000000014,-3940.089999999999
124,nosh,Desserts,cake,-136.4,-345.78000000000003,-5.400000000000004,-26.009999999999998,0,0.10800000000000001,0.11639999999999999,0.43200000000000005,0.215,0.27799999999999997,12.96,40.4,-0.18600000000000008,2.2049999999999996,-0.08999999999999994,1.26,7.250000000000001,211.0,0.9449999999999994,178.6,167.20000000000002,-14.399999999999999,-265.99999999999983,-0.08500000000000002,44.49999999999999,0,-3.3499999999999996,-6.699999999999999,-189.79999999999998,-175.2,0,-204.4,-17.6,-452.59999999999997,0,-116.8,-87.6,-189.79999999999998,-335.8,-292.0,-116.8,-160.6,0,-219.0,-189.79999999999998,4.4,0,-248.2,-51.6,45.42,14.96,1.5070000000000001,-0.247,-2.7899999999999996,0.39799999999999996,115.19999999999999,2.121,0,140.0,-76.44,-61.290000000000006,-127.4,0,0,12.491999999999999,-364.20000000000005,33.875,0.0,0.0,16.24,-0.0,-1.252,-0.057999999999999996,-0.39,-0.018,-1.8600000000000003,-1.11,-13.17,-3448.1435999999994
125,nosh,Desserts,donut,-137.5,-332.22,-3.6000000000000023,-35.19,0,0.0648,0.0776,0.54,0.17200000000000001,0.20849999999999994,8.64,36.36,-0.12400000000000007,3.5279999999999996,-0.10799999999999993,1.08,5.800000000000001,126.6,0.7559999999999995,133.95,146.3,-12.0,-412.2999999999997,-0.06800000000000002,40.05,0,-2.6799999999999997,-6.029999999999999,-146.0,-131.4,0,-175.2,-13.2,-365.0,0,-102.2,-73.0,-146.0,-292.0,-219.0,-87.6,-146.0,0,-175.2,-160.6,3.3,0,-219.0,-77.4,60.56,22.44,4.521,-0.35100000000000003,-9.299999999999999,0.19899999999999998,76.8,1.4140000000000001,0,56.0,-63.7,-47.67,-114.66,0,0,10.41,-485.6,20.325000000000003,0.0,0.0,13.34,-0.0,-0.939,-0.057999999999999996,-0.195,-0.009,-1.8600000000000003,-0.555,-13.17,-3435.2510999999986
122,nosh,Desserts,ice_cream,-134.20000000000002,-162.72,-4.200000000000003,-16.83,0,0.0324,0.194,0.10800000000000001,0.17200000000000001,0.06949999999999999,9.72,20.2,-0.24800000000000014,2.6459999999999995,-0.23399999999999985,0.54,4.3500000000000005,540.16,0.12599999999999992,116.09,413.82000000000005,-23.88,-78.46999999999996,-0.08500000000000002,35.599999999999994,0,-1.005,-6.029999999999999,-214.62,-163.51999999999998,0,-254.04,-11.0,-794.24,0,-122.64,-93.44,-213.16,-421.94,-348.94,-119.72,-208.78,0,-264.26,-216.07999999999998,4.07,0,-264.26,-45.15,22.71,2.9920000000000004,0.6028,-0.0468,-2.7899999999999996,0.39799999999999996,115.19999999999999,0.7070000000000001,0,84.0,-31.85,-27.240000000000002,-63.7,0,0,8.328000000000001,-267.08000000000004,13.55,0.0,0.0,35.669999999999995,-0.0,-1.565,-0.145,-0.195,-0.018,-1.2400000000000002,-0.555,-10.03,-3158.0910999999987
123,nosh,Desserts,pie,-135.3,-257.64,-3.6000000000000023,-18.36,0,0.054000000000000006,0.0485,0.324,0.129,0.13899999999999998,5.4,30.3,-0.062000000000000034,4.409999999999999,-0.08999999999999994,0.9000000000000001,5.800000000000001,84.39999999999999,0.9449999999999994,89.3,125.40000000000002,-9.6,-359.0999999999998,-0.05100000000000001,26.699999999999996,0,-3.3499999999999996,-4.6899999999999995,-160.6,-146.0,0,-175.2,-8.8,-438.0,0,-102.2,-73.0,-175.2,-292.0,-248.2,-87.6,-131.4,0,-189.79999999999998,-146.0,3.3,0,-219.0,-25.8,37.85,7.48,1.5070000000000001,-0.117,-1.8599999999999999,0.19899999999999998,172.79999999999998,1.4140000000000001,0,56.0,-50.96,-47.67,-95.55,0,0,10.41,-182.10000000000002,27.1,0.0,0.0,26.099999999999998,-0.0,-0.626,-0.057999999999999996,-0.0975,-0.009,-0.6200000000000001,-0.2775,-13.17,-3085.3485000000005
147,nosh,Fast Food,pizza,-161.70000000000002,-244.08,-14.40000000000001,-22.949999999999996,0,0.324,0.388,2.16,0.258,0.6949999999999998,10.8,101.0,-0.6200000000000003,44.099999999999994,-0.08999999999999994,3.6000000000000005,87.00000000000001,844.0,1.2599999999999991,446.5,836.0000000000001,-36.0,-1063.9999999999993,-0.17000000000000004,133.49999999999997,0,-13.399999999999999,-10.049999999999999,-365.0,-292.0,0,-730.0,-22.0,-876.0,0,-219.0,-116.8,-219.0,-365.0,-292.0,-73.0,-175.2,0,-219.0,-175.2,5.5,0,-262.8,-38.7,60.56,11.22,1.5070000000000001,-0.13,-4.6499999999999995,39.8,192.0,212.10000000000002,0,112.0,-6.37,-5.448,-12.74,0,0,26.025,-151.75,338.75,0.0,0.67,26.099999999999998,-0.0,-0.0,-0.0,-19.5,-0.8999999999999999,-62.000000000000014,-27.750000000000004,-17.13,-2778.710999999999
115,dairy,Dairy Products,ghee,-126.50000000000001,-0.0,-0.24000000000000019,-151.46999999999997,0,0.0108,0.388,0.0,0.129,0.13899999999999998,0.0,0.0,-0.31000000000000016,0.0,-0.0,3.6000000000000005,5.800000000000001,8.44,0.12599999999999992,26.79,8.360000000000001,-1.2,-2.6599999999999984,-0.017000000000000005,0.0089,0,-0.06699999999999999,-0.0,-0.0292,-0.0146,0,-0.0292,-0.0044,-0.0438,0,-0.0146,-0.0146,-0.0146,-0.0146,-0.0146,-0.0146,-0.0146,0,-0.0146,-0.0146,0.0011,0,-0.0146,-399.90000000000003,219.53,14.96,1.5070000000000001,-0.247,-27.9,0.0,0.0,0.0,0,0.0,-0.0,-0.0,-0.0,0,0,0.0,-1553.92,0.0,0.0,0.0,0.58,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.960000000000008,-1985.2884000000001
146,nosh,Fast Food,french_fries,-160.60000000000002,-277.98,-4.080000000000003,-22.949999999999996,0,0.10800000000000001,0.0485,1.296,0.129,0.41699999999999987,0.0,60.6,-0.0,44.099999999999994,-0.0,2.7,0.0,50.64,0.5039999999999997,267.9,142.12000000000003,-48.0,-305.8999999999998,-0.06800000000000002,88.99999999999999,0,-1.005,-0.0,-219.0,-146.0,0,-438.0,-8.8,-511.0,0,-102.2,-73.0,-87.6,-160.6,-116.8,-43.8,-102.2,0,-116.8,-87.6,2.2,0,-131.4,-12.9,45.42,44.88,1.5070000000000001,-0.65,-4.6499999999999995,19.9,28.799999999999997,106.05000000000001,0,56.0,-3.185,-2.043,-6.37,0,0,31.23,-0.0,271.0,0.0,0.335,28.999999999999996,-0.0,-0.0,-0.0,-9.75,-0.72,-31.000000000000007,-11.100000000000001,-17.259999999999998,-1969.1264999999994
149,nosh,Fast Food,taco,-163.9,-135.6,-12.000000000000009,-18.36,0,0.21600000000000003,0.291,1.62,0.17200000000000001,0.41699999999999987,5.4,60.6,-0.31000000000000016,66.14999999999999,-0.035999999999999976,1.8000000000000003,58.00000000000001,422.0,1.2599999999999991,357.2,627.0000000000001,-24.0,-664.9999999999995,-0.25500000000000006,71.19999999999999,0,-10.049999999999999,-6.699999999999999,-292.0,-219.0,0,-438.0,-13.2,-511.0,0,-146.0,-87.6,-116.8,-219.0,-175.2,-58.4,-131.4,0,-146.0,-116.8,3.3,0,-146.0,-25.8,45.42,14.96,1.5070000000000001,-0.195,-1.8599999999999999,19.9,96.0,141.4,0,44.8,-5.096,-3.4050000000000002,-6.37,0,0,31.23,-182.10000000000002,271.0,0.0,0.335,31.9,-0.0,-0.0,-0.0,-13.65,-0.63,-37.2,-16.650000000000002,1.0599999999999983,-1769.4289999999999
106,meat,Processed Meat,pepperoni,-116.60000000000001,-6.78,-24.000000000000018,-45.89999999999999,0,0.756,0.485,6.48,0.43,1.3899999999999997,0.0,30.3,-0.7440000000000003,0.0,-0.0,0.54,0.0,84.39999999999999,1.2599999999999991,223.25,1045.0000000000002,-42.0,-2393.9999999999986,-0.5100000000000001,0.26699999999999996,0,-30.15,-0.0,-2.19,-2.19,0,-3.65,-0.132,-5.84,0,-1.46,-1.606,-2.044,-2.92,-3.212,-1.022,-1.898,0,-1.752,-1.898,0.033,0,-2.19,-77.4,105.98,29.92,7.535,-0.455,-18.599999999999998,0.0,0.0,0.0,0,0.0,-0.0,-0.0,-6.37,0,0,0.0,-485.6,0.0,0.0,0.0,26.099999999999998,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.759999999999998,-1734.7469999999983
105,meat,Processed Meat,salami,-115.50000000000001,-6.78,-27.60000000000002,-41.309999999999995,0,0.648,0.388,5.4,0.34400000000000003,1.2509999999999997,0.0,20.2,-0.6200000000000003,0.0,-0.0,0.3600000000000001,0.0,63.3,0.9449999999999994,178.6,836.0000000000001,-36.0,-2127.9999999999986,-0.4250000000000001,0.178,0,-26.799999999999997,-0.0,-2.19,-2.628,0,-3.65,-0.17600000000000002,-5.84,0,-2.19,-1.46,-2.19,-3.212,-2.92,-1.168,-1.752,0,-1.752,-1.898,0.033,0,-2.336,-64.5,90.84,22.44,4.521,-0.35100000000000003,-9.299999999999999,0.0,0.0,0.0,0,0.0,-0.0,-0.0,-6.37,0,0,0.0,-424.90000000000003,0.0,0.0,0.0,28.999999999999996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.6799999999999997,-1672.0499999999984
102,meat,Processed Meat,bacon,-112.2,-9.491999999999999,-44.400000000000034,-64.25999999999999,0,0.9720000000000001,0.194,11.88,0.387,0.5559999999999999,0.0,10.1,-0.9300000000000005,0.0,-0.017999999999999988,0.7200000000000002,0.0,42.199999999999996,0.7559999999999995,241.10999999999999,1463.0000000000002,-67.8,-2451.1899999999987,-0.4250000000000001,0.089,0,-28.139999999999997,-0.0,-2.774,-3.066,0,-5.84,-0.17600000000000002,-9.344,0,-2.774,-2.19,-3.066,-4.9639999999999995,-5.256,-1.46,-2.628,0,-3.212,-2.92,0.044000000000000004,0,-3.3579999999999997,-90.3,143.83,29.92,3.0140000000000002,-0.48100000000000004,-0.0,0.0,0.0,0.0,0,0.0,-0.0,-0.0,-0.0,0,0,0.0,-637.35,0.0,0.0,0.0,2.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-27.160000000000004,-1635.5019999999981
114,dairy,Dairy Products,butter,-125.4,-0.678,-1.0800000000000007,-123.92999999999998,0,0.0216,0.291,0.10800000000000001,0.129,0.13899999999999998,0.0,0.0,-0.12400000000000007,0.0,-0.17999999999999988,4.140000000000001,20.300000000000004,101.28,0.12599999999999992,26.79,100.32000000000002,-9.6,-109.05999999999993,-0.03400000000000001,0.0089,0,-0.20099999999999998,-0.0,-0.0438,-0.0146,0,-0.0876,-0.0044,-0.10220000000000001,0,-0.0292,-0.0146,-0.0292,-0.0438,-0.0292,-0.0292,-0.0292,0,-0.0438,-0.0292,0.0011,0,-0.0292,-328.95,158.97,14.96,7.535,-0.195,-27.9,0.0,0.0,0.0,0,0.0,-0.637,-0.681,-0.637,0,0,0.0,-1305.05,0.0,0.0,0.0,8.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.020000000000007,-1605.0965999999996
