,category,sub_category,name,Unnamed: 0,Carbohydrates,Proteins,Fats,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B7,Vitamin B9,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Iodine,Alanine,Arginine,Asparagine,Aspartic Acid,Cysteine,Glutamic Acid,Glutamine,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine,Saturated Fatty Acids,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,Omega-3 Fatty Acids,Omega-6 Fatty Acids,Trans Fatty Acids,Flavonoids,Carotenoids,Polyphenols,Glucosinolates,Phytosterols,Glucose,Fructose,Sucrose,Citric Acid,Lactic Acid,Fiber,Cholesterol,Antioxidants,Probiotics,Prebiotics,Water,Alcohol,Caffeine,Theobromine,Tannins,Lectins,Phytic Acid,Oxalates,bias,score
19,vegetable,Leafy Greens,spinach,-20.900000000000002,-24.408,-3.480000000000002,-0.612,0,0.08424000000000001,0.18333,0.5832,0.061919999999999996,0.27104999999999996,0.54,391.88,-0.0,123.92099999999999,-0.0,3.6540000000000004,1400.7000000000003,417.78,1.7072999999999987,705.47,204.82000000000002,-66.96,-105.06999999999994,-0.09010000000000003,0.1157,0,-0.6699999999999999,-0.0,-132.85999999999999,-213.16,0,-334.34,-17.6,-677.4399999999999,0,-65.7,-62.78,-86.14,-115.34,-119.72,-35.04,-87.6,0,-116.8,-65.7,1.1,0,-99.28,-0.45150000000000007,0.4542,1.7204000000000002,1.5070000000000001,-0.016900000000000002,-0.0,15.919999999999998,4838.4,42.42,0,56.0,-2.7391,-1.6344,-1.1466,0,0,22.902,-0.0,203.25,0.0,0.067,53.012,-0.0,-0.0,-0.0,-0.39,-0.045,-9.3,-2.7750000000000004,12.62,6030.955739999999
66,seed,Nuts,almond,-72.60000000000001,-147.126,-25.440000000000015,-76.347,0,0.2268,0.9797,3.8880000000000003,0.20209999999999997,0.19459999999999997,0.0,101.0,-0.0,0.0,-0.0,46.08000000000001,0.0,1135.1799999999998,2.3309999999999986,2411.1,2010.5800000000004,-87.96,-1.3299999999999992,-0.5270000000000001,0.8899999999999999,0,-2.7469999999999994,-0.0,-1.46,-3.65,0,-3.796,-0.22,-9.198,0,-2.19,-0.876,-1.168,-2.19,-0.876,-0.292,-1.752,0,-1.752,-0.876,0.022000000000000002,0,-1.168,-23.865000000000002,239.21200000000002,92.004,0.0,-1.5990000000000002,-0.0,0.0,0.96,0.0,0,672.0,-0.0,-0.0,-24.843,0,0,130.125,-0.0,0.0,0.0,0.0,2.552,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,18.89,6372.5692
30,vegetable,Root Vegetables,sweet_potato,-33.0,-136.27800000000002,-1.9200000000000015,-0.153,0,0.0864,0.029099999999999997,0.648,0.3268,0.41699999999999987,0.0,28.28,-0.0,10.583999999999998,-0.0,0.4680000000000001,8.120000000000001,126.6,0.3779999999999997,223.25,142.12000000000003,-40.44,-73.14999999999995,-0.05100000000000001,0.089,0,-0.4689999999999999,-0.0,-42.339999999999996,-29.2,0,-39.42,-1.76,-68.62,0,-21.9,-18.98,-20.439999999999998,-33.58,-21.9,-4.38,-29.2,0,-29.2,-20.439999999999998,0.44,0,-27.74,-0.1935,0.0757,0.7480000000000001,0.4521,-0.0091,-0.0,3.9799999999999995,6720.0,17.675,0,5.6,-26.754,-21.111,-25.48,0,0,31.23,-0.0,162.60000000000002,0.0,0.67,44.833999999999996,-0.0,-0.0,-0.0,-0.39,-0.0,-3.1000000000000005,-55.50000000000001,-3.69,6698.912500000001
29,vegetable,Root Vegetables,carrot,-31.900000000000002,-65.088,-1.0800000000000007,-0.306,0,0.07128000000000001,0.056260000000000004,1.0616400000000001,0.11739000000000001,0.19181999999999996,1.1880000000000002,38.38,-0.0,26.019,-0.0,1.1880000000000002,38.28,139.26,0.18899999999999986,107.16,146.3,-38.4,-91.76999999999994,-0.04080000000000001,40.05,0,-0.06699999999999999,-0.13399999999999998,-43.8,-55.48,0,-87.6,-6.6,-103.66,0,-46.72,-24.82,-43.8,-73.0,-73.0,-24.82,-58.4,0,-43.8,-43.8,0.88,0,-73.0,-0.1935,0.0757,0.8976000000000001,0.3014,-0.013000000000000001,-0.0,2.9849999999999994,7958.4,14.14,0,22.4,-28.665,-10.215,-22.932000000000002,0,0,29.148,-0.0,67.75,0.0,1.0050000000000001,51.21399999999999,-0.0,-0.0,-0.0,-0.39,-0.0,-12.400000000000002,-16.650000000000002,-1.9800000000000002,7564.184790000001
76,seed,Seeds,flax_seed,-83.60000000000001,-195.942,-21.960000000000015,-64.566,0,1.7280000000000002,0.194,3.3480000000000003,0.258,0.6949999999999998,0.0,175.74,-0.0,2.6459999999999995,-0.0,0.54,12.47,1076.1,3.5909999999999975,3500.56,2683.5600000000004,-97.56,-39.89999999999998,-0.7310000000000001,1.1569999999999998,0,-16.75,-0.0,-1.314,-3.65,0,-3.942,-0.308,-6.862,0,-2.044,-0.73,-1.168,-2.044,-1.314,-0.584,-1.606,0,-1.46,-1.168,0.033,0,-1.46,-23.865000000000002,56.775000000000006,214.67600000000002,343.596,-0.7670000000000001,-0.0,0.0,0.0,0.0,0,0.0,-5.7330000000000005,-5.448,-0.637,0,0,284.193,-0.0,0.0,0.0,0.0,4.0367999999999995,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,22.009999999999998,7800.793800000003
52,vegetable,Herbs,mint,-57.2,-100.95420000000001,-4.5000000000000036,-1.4381999999999997,0,0.0864,0.2522,1.8468,0.1075,0.22239999999999996,6.48,230.28,-0.0,140.23799999999997,-0.0,1.5660000000000003,1231.92,839.78,3.200399999999998,562.59,250.80000000000004,-54.96,-41.229999999999976,-0.18530000000000005,292.80999999999995,0,-0.40199999999999997,-0.0,-0.2774,-0.2774,0,-0.4964,-0.0352,-0.6424,0,-0.2628,-0.073,-0.1752,-0.2628,-0.2336,-0.0876,-0.20440000000000003,0,-0.20440000000000003,-0.1314,0.0044,0,-0.1752,-1.548,1.7411,3.5904000000000003,4.8224,-0.020800000000000003,-0.0,278.59999999999997,2008.32,214.928,0,112.0,-3.1213,-3.6093000000000006,-0.2548,0,0,83.28,-0.0,1924.1000000000001,0.0,5.36,45.587999999999994,-0.0,-0.0,-0.0,-16.38,-0.477,-9.3,-66.60000000000001,15.55,7894.3439
73,seed,Seeds,sunflower_seed,-80.30000000000001,-135.6,-24.96000000000002,-78.79499999999999,0,1.62,0.291,8.964000000000002,0.47300000000000003,1.8069999999999997,71.28,458.54,-0.0,6.173999999999999,-0.0,63.360000000000014,0.0,329.15999999999997,3.3389999999999977,2902.25,2758.8,-77.39999999999999,-11.969999999999992,-0.8500000000000002,1.6019999999999999,0,-35.51,-0.0,-1.46,-3.65,0,-4.234,-0.17600000000000002,-8.468,0,-1.898,-1.022,-1.314,-2.044,-0.876,-0.73,-1.898,0,-1.752,-1.168,0.033,0,-1.606,-29.025000000000002,140.04500000000002,172.788,1.5070000000000001,-3.003,-0.0,0.0,48.0,0.0,0,2990.3999999999996,-17.199,-18.387000000000004,-0.0,0,0,89.526,-0.0,0.0,0.0,0.0,2.726,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,20.22,9527.609999999997
75,seed,Seeds,chia_seed,-82.5,-285.43800000000005,-19.800000000000015,-46.97099999999999,0,0.648,0.194,9.504000000000001,0.47300000000000003,0.6949999999999998,0.0,98.98,-0.0,7.055999999999999,-0.0,0.9000000000000001,0.0,2662.8199999999997,4.850999999999996,2991.5499999999997,3594.8000000000006,-48.839999999999996,-21.279999999999987,-0.7820000000000001,0.8009999999999999,0,-36.849999999999994,-0.0,-1.314,-2.4819999999999998,0,-2.19,-0.17600000000000002,-4.38,0,-1.314,-0.876,-1.168,-2.044,-1.314,-0.876,-1.314,0,-1.168,-1.022,0.033,0,-1.314,-21.285,17.410999999999998,177.276,268.24600000000004,-0.754,-0.0,0.0,0.0,0.0,0,0.0,-5.7330000000000005,-5.448,-0.637,0,0,358.104,-0.0,0.0,0.0,0.0,3.364,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,21.939999999999998,9620.375999999995
77,seed,Seeds,sesame_seed,-84.7,-159.33,-22.440000000000015,-76.041,0,0.8640000000000001,0.291,4.86,0.301,1.1119999999999999,0.0,195.94,-0.0,0.0,-0.0,0.54,0.0,4114.5,9.197999999999993,3134.43,2625.0400000000004,-56.16,-14.629999999999992,-1.3260000000000003,1.424,0,-22.779999999999998,-0.0,-1.022,-5.84,0,-4.234,-0.264,-7.592,0,-1.46,-0.73,-1.022,-1.898,-1.168,-1.022,-1.46,0,-1.46,-1.022,0.033,0,-1.168,-43.86,140.04500000000002,147.356,1.5070000000000001,-2.5480000000000005,-0.0,0.0,0.0,0.0,0,0.0,-1.911,-2.043,-3.185,0,0,122.83800000000001,-0.0,0.0,0.0,0.0,2.726,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,23.68,10004.369000000002
74,seed,Seeds,pumpkin_seed,-81.4,-72.54599999999999,-22.800000000000015,-75.12299999999999,0,0.21600000000000003,0.194,5.292000000000001,0.215,0.13899999999999998,0.0,117.16,-0.0,8.378999999999998,-0.0,3.960000000000001,21.17,194.11999999999998,2.0789999999999984,5286.5599999999995,5153.9400000000005,-97.08,-23.939999999999984,-1.3260000000000003,1.1569999999999998,0,-3.7519999999999993,-0.0,-1.314,-6.278,0,-3.3579999999999997,-0.17600000000000002,-7.884,0,-1.752,-0.73,-1.168,-2.044,-1.752,-0.73,-1.46,0,-1.46,-1.168,0.066,0,-1.46,-56.114999999999995,113.55000000000001,142.12,4.521,-2.4050000000000002,-0.0,0.0,0.0,0.0,0,1484.0,-8.918,-8.853000000000002,-0.0,0,0,67.665,-0.0,0.0,0.0,0.0,3.016,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,23.860000000000003,12146.387000000006
36,vegetable,Squash and Gourds,butternut_squash,-39.6,-81.36,-1.2000000000000008,-0.153,0,0.0864,0.058199999999999995,0.648,0.17200000000000001,0.27799999999999997,0.0,121.2,-0.0,88.19999999999999,-0.0,1.8000000000000003,2.9000000000000004,354.47999999999996,0.44099999999999967,303.62,142.12000000000003,-34.08,-2.6599999999999984,-0.05100000000000001,53.39999999999999,0,-0.0,-0.0,-33.58,-32.12,0,-70.08,-3.52,-80.3,0,-29.2,-14.6,-32.12,-49.64,-26.28,-10.219999999999999,-29.2,0,-35.04,-26.28,0.77,0,-32.12,-0.129,0.37850000000000006,0.1496,0.1507,-0.0026000000000000003,-0.0,0.0,12480.0,0.0,0,5.6,-0.0,-0.0,-9.555,0,0,20.82,-0.0,0.0,0.0,0.0,52.779999999999994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.3500000000000005,12954.6118
53,vegetable,Herbs,thyme,-58.300000000000004,-165.77100000000002,-6.672000000000004,-2.5704,0,0.5508000000000001,0.46559999999999996,1.9656000000000002,0.17629999999999998,0.4864999999999999,7.5600000000000005,90.9,-0.0,706.0409999999998,-0.0,0.7560000000000001,4970.6,1709.1,10.993499999999992,1428.8,443.08000000000004,-73.08,-73.14999999999995,-0.3077000000000001,493.94999999999993,0,-3.0819999999999994,-0.0,-0.3942,-0.3942,0,-0.7153999999999999,-0.0484,-0.8321999999999999,0,-0.365,-0.1314,-0.219,-0.3212,-0.2628,-0.10220000000000001,-0.2482,0,-0.292,-0.20440000000000003,0.0055000000000000005,0,-0.2336,-2.2575,1.8168,3.1416,2.8633,-0.029900000000000003,-0.0,248.74999999999997,3690.24,202.20200000000003,0,168.0,-4.2679,-2.3835,-0.8281000000000001,0,0,151.986,-0.0,1761.5,0.0,9.782,38.337999999999994,-0.0,-0.0,-0.0,-21.645,-0.648,-11.160000000000002,-55.50000000000001,7.75,15665.383300000001
55,vegetable,Herbs,oregano,-60.50000000000001,-467.14200000000005,-10.800000000000008,-6.578999999999999,0,0.1188,0.17459999999999998,0.756,0.0946,0.3335999999999999,10.8,248.46,-0.0,16.757999999999996,-0.0,0.9000000000000001,3654.0000000000005,6709.799999999999,26.33399999999998,2411.1,334.40000000000003,-151.2,-19.94999999999999,-0.7395000000000002,694.1999999999999,0,-0.603,-0.0,-0.511,-0.4818,0,-0.7884,-0.0352,-0.8176000000000001,0,-0.438,-0.146,-0.2628,-0.40880000000000005,-0.3358,-0.10220000000000001,-0.3212,0,-0.3066,-0.219,0.0066,0,-0.2774,-10.32,8.4784,9.2004,1.8084,-0.1443,-0.0,397.99999999999994,1968.0,222.705,0,251.99999999999997,-1.7836000000000003,-2.043,-0.7644,0,0,437.22,-0.0,1355.0,0.0,28.14,4.06,-0.0,-0.0,-0.0,-7.8,-0.22499999999999998,-9.3,-83.25000000000001,7.75,17962.002800000006
51,vegetable,Herbs,Parsley,-56.1,-42.714,-3.5640000000000027,-1.2086999999999999,0,0.09720000000000001,0.1552,1.4148,0.17200000000000001,0.12509999999999996,6.48,307.04,-0.0,586.5299999999999,-0.0,1.35,4756.000000000001,582.36,3.9059999999999975,446.5,242.44000000000003,-66.48,-74.47999999999996,-0.18190000000000006,132.60999999999999,0,-0.06699999999999999,-0.0,-0.219,-0.2628,0,-0.5548,-0.022000000000000002,-0.6278,0,-0.219,-0.073,-0.1606,-0.2482,-0.20440000000000003,-0.0584,-0.1898,0,-0.20440000000000003,-0.1314,0.0022,0,-0.1898,-0.8385,2.9523,2.6928,1.3563,-0.035100000000000006,-0.0,206.95999999999998,9811.199999999999,184.52700000000002,0,179.2,-5.4145,-4.154100000000001,-0.2548,0,0,34.353,-0.0,1544.7,0.0,2.211,50.866,-0.0,-0.0,-0.0,-12.48,-0.38699999999999996,-7.440000000000001,-55.50000000000001,15.69,18769.225900000005
