name,category,sub_category,Carbohydrates,Proteins,Fats,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B7,Vitamin B9,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Iodine,Alanine,Arginine,Asparagine,Aspartic Acid,Cysteine,Glutamic Acid,Glutamine,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine,Saturated Fatty Acids,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,Omega-3 Fatty Acids,Omega-6 Fatty Acids,Trans Fatty Acids,Flavonoids,Carotenoids,Polyphenols,Glucosinolates,Phytosterols,Glucose,Fructose,Sucrose,Citric Acid,Lactic Acid,Fiber,Cholesterol,Antioxidants,Prebiotics,Water,Alcohol,Caffeine,Theobromine,Tannins,Lectins,Phytic Acid,Oxalates,nutriscore
Kale,vegetable,Leafy Greens,0.10476190476190476,0.11621621621621621,0.015151515151515152,0.9424528301886792,0.070625,0.2669230769230769,0.07866666666666666,0.056874999999999995,0.15941176470588236,0.007575757575757576,0.235,0.0,0.5258545135845749,0.0,0.02414772727272727,0.411318553092182,0.15974842767295597,0.038277511961722493,0.05574324324324324,0.04460665044606651,0.2756155679110405,0.02875746066196419,0.006500000000000001,0.10384615384615385,0.11285714285714286,0.010067114093959731,0.0,0.03125,0.053636363636363635,0.05734767025089606,0.11946591707659873,0.15165876777251186,0.08125,0.0,0.04,0.1,0.06763285024154589,0.058333333333333334,0.064,0.052770448548812667,0.08333333333333333,0.045,0.1,0.06666666666666667,0.05,0.05,0.07142857142857142,0.001935483870967742,0.0010964912280701754,0.0027659574468085106,0.0043859649122807015,0.0007894736842105263,0.0,0.025,0.0,0.1,0.008064516129032258,0.0009363295880149813,0.01,0.01,0.0071428571428571435,0.0016260162601626016,0.002,0.05238095238095238,0.0,0.14084507042253522,0.002380952380952381,0.910010111223458,0.0,0.0,0.0,0.0900900900900901,0.05,0.016666666666666666,0.012,1.0
Lettuce,vegetable,Leafy Greens,0.034523809523809526,0.03783783783783783,0.00202020202020202,0.6984905660377358,0.043750000000000004,0.061538461538461535,0.025,0.08750000000000001,0.024705882352941178,0.03787878787878788,0.06333333333333334,0.0,0.040315512708150744,0.0,0.0062499999999999995,0.059509918319719954,0.0220125786163522,0.02057416267942584,0.02195945945945946,0.023519870235198703,0.15329626687847497,0.015192620727075421,0.003,0.03717948717948718,0.02,0.006711409395973153,0.0,0.02375,0.011818181818181818,0.007885304659498209,0.050597329585382995,0.05687203791469194,0.036875,0.0,0.025,0.03333333333333333,0.0322061191626409,0.03,0.033,0.026385224274406333,0.043333333333333335,0.019,0.03333333333333333,0.03833333333333333,0.02,0.03333333333333333,0.037142857142857144,0.0003225806451612903,0.0002192982456140351,0.002127659574468085,0.0043859649122807015,0.0005263157894736842,0.0,0.018000000000000002,0.020692307692307694,0.057999999999999996,0.0016129032258064516,0.000749063670411985,0.025,0.02,0.010714285714285714,0.0032520325203252032,0.002,0.030952380952380953,0.0,0.08450704225352113,0.002380952380952381,0.9565217391304347,0.0,0.0,0.0,0.05405405405405406,0.01,0.0033333333333333335,0.004,1.0
Broccoli,vegetable,Cruciferous Vegetables,0.07904761904761905,0.07621621621621621,0.003737373737373737,0.0029245283018867925,0.04437499999999999,0.09,0.0426,0.35812499999999997,0.10294117647058823,0.016666666666666666,0.105,0.0,0.39088518843120074,0.0,0.02215909090909091,0.05927654609101517,0.029559748427672956,0.017464114832535887,0.03547297297297297,0.0535279805352798,0.25019857029388404,0.017905588714053174,0.006833333333333333,0.06282051282051282,0.03,0.02796420581655481,0.0,0.00010937499999999999,6.59090909090909e-05,0.00026953405017921146,0.0002803935347856641,0.00017061611374407582,0.0001990625,0.000627,0.000115,0.00022,0.00015619967793880838,0.00012666666666666666,0.000165,0.00010026385224274407,0.00015833333333333332,0.000101,0.00015166666666666668,0.00016166666666666668,0.000105,0.00010666666666666667,0.00016714285714285716,0.0006451612903225806,0.00024122807017543858,0.0010212765957446808,0.0008771929824561404,0.0007368421052631579,0.0,0.021,0.05384615384615385,0.2,1.0,0.03745318352059925,0.06999999999999999,0.08,0.014285714285714287,0.012195121951219513,0.0,0.06190476190476191,0.0,0.028169014084507043,0.047619047619047616,0.8928210313447926,0.0,0.0,0.0,0.018018018018018018,0.0,0.07666666666666666,0.02,1.0
Cauliflower,vegetable,Cruciferous Vegetables,0.0630952380952381,0.05189189189189189,0.0028282828282828287,0.0,0.03125,0.04615384615384615,0.033800000000000004,0.416875,0.10823529411764705,0.0030303030303030303,0.095,0.0,0.21121822962313763,0.0,0.0022727272727272726,0.009043173862310384,0.013836477987421384,0.010047846889952153,0.02533783783783784,0.035685320356853206,0.23669579030976967,0.016277807921866522,0.0045000000000000005,0.05,0.02214285714285714,0.006711409395973153,0.02,0.065,0.05136363636363636,0.16917562724014337,0.16584680252986647,0.10426540284360189,0.1215625,0.389,0.087,0.14333333333333334,0.13043478260869565,0.09666666666666666,0.117,0.08970976253298153,0.125,0.085,0.145,0.12666666666666668,0.135,0.08166666666666667,0.15571428571428572,0.001032258064516129,0.00024122807017543858,0.0006808510638297873,0.0011403508771929824,0.00015789473684210527,0.0,0.005,7.692307692307693e-05,0.29,0.5096774193548387,0.033707865168539325,0.057499999999999996,0.129,0.013928571428571429,1.0,0.0,0.047619047619047616,0.0,0.8450704225352113,0.007142857142857143,0.9207280080889787,0.0,0.0,0.0,0.0045045045045045045,0.03,0.01,0.3,1.0
Cabbage,vegetable,Cruciferous Vegetables,0.06904761904761905,0.034594594594594595,0.00101010101010101,0.0004716981132075472,0.038125,0.030769230769230767,0.015600000000000001,0.13249999999999998,0.07294117647058823,0.0030303030303030303,0.07166666666666667,0.0,0.16038562664329536,0.0,0.004261363636363636,0.044340723453908985,0.025157232704402517,0.011244019138755982,0.02027027027027027,0.021086780210867802,0.13423351866560762,0.009766684753119913,0.003,0.03076923076923077,0.022857142857142857,0.0033557046979865767,0.009000000000000001,3.9375e-05,3.181818181818182e-05,6.666666666666667e-05,0.00014125087842586088,7.109004739336492e-05,7.9375e-05,8.5e-05,5.1e-05,9.666666666666667e-05,9.178743961352658e-05,7.916666666666666e-05,8.2e-05,5.54089709762533e-05,0.00010666666666666667,7.199999999999999e-05,0.00010166666666666667,8.333333333333334e-05,7.5e-05,8.166666666666667e-05,9.142857142857143e-05,0.0005483870967741936,0.0002850877192982456,0.0011063829787234041,0.0007017543859649122,0.0009473684210526315,0.0,0.0008,7.692307692307693e-07,0.013999999999999999,0.3225806451612903,0.016853932584269662,0.1,0.19,0.017857142857142856,0.10569105691056911,0.02,0.05952380952380952,0.0,0.008450704225352112,0.07142857142857142,0.9221435793731041,0.0,0.0,0.0,0.04504504504504505,0.38,0.09000000000000001,0.24,1.0
Green Peas,vegetable,Legumes,0.17261904761904762,0.14594594594594595,0.00404040404040404,0.07216981132075471,0.37499999999999994,0.07692307692307693,0.13333333333333333,0.18749999999999997,0.05882352941176471,0.0,0.11333333333333333,0.0,0.175284837861525,0.0,0.017045454545454544,0.014469078179696617,0.015723270440251572,0.03588516746411483,0.05574324324324324,0.055150040551500405,0.19301032565528198,0.0010851871947911015,0.013333333333333334,0.0002564102564102564,0.05714285714285715,0.0,0.0,0.00025,0.00022727272727272727,0.0005734767025089606,0.0005621925509487,0.00047393364928909954,0.00046875,0.0007,0.0004,0.0006666666666666668,0.0004830917874396135,0.0004166666666666667,0.0005,0.0005277044854881266,0.0005,0.0005,0.0006666666666666668,0.0005,0.0005,0.0003333333333333334,0.00042857142857142855,0.0016129032258064516,0.0021929824561403508,0.00425531914893617,0.0043859649122807015,0.002631578947368421,0.0,0.005,0.038461538461538464,0.1,0.03225806451612903,0.0003745318352059925,0.125,0.2,0.10714285714285714,0.0040650406504065045,0.004,0.11904761904761904,0.0,0.01056338028169014,0.023809523809523808,0.7886754297269969,0.0,0.0,0.0,0.04504504504504505,0.02,0.013333333333333334,0.02,0.875
Lentils,vegetable,Legumes,0.2392857142857143,0.24324324324324326,0.00404040404040404,0.0007547169811320754,0.5625,0.15384615384615385,0.1,0.3125,0.29411764705882354,0.0,0.3016666666666667,0.0,0.006573181419807187,0.0,0.005681818181818182,0.0,0.011949685534591196,0.07177033492822966,0.060810810810810814,0.2278994322789943,0.29229547259729943,0.0032555615843733042,0.021666666666666667,0.000641025641025641,0.1142857142857143,0.0,0.0,0.00025,0.0005454545454545455,0.0005734767025089606,0.0007730147575544624,0.00047393364928909954,0.00046875,0.0006,0.0003,0.001,0.0006441223832528181,0.0006666666666666668,0.0008,0.0002638522427440633,0.0008333333333333334,0.0004,0.0006666666666666668,0.0005,0.0005,0.0003333333333333334,0.0005714285714285715,0.0016129032258064516,0.0021929824561403508,0.00425531914893617,0.0043859649122807015,0.002631578947368421,0.0,0.004,0.015384615384615385,0.08,0.024193548387096774,0.0003745318352059925,0.05,0.08,0.05357142857142857,0.0032520325203252032,0.002,0.19047619047619047,0.0,0.014084507042253521,0.047619047619047616,0.09100101112234579,0.0,0.0,0.0,0.07207207207207207,0.1,0.02,0.02,1.0
Chickpeas,vegetable,Legumes,0.3261904761904762,0.24054054054054055,0.026262626262626265,0.0,0.25,0.15384615384615385,0.08666666666666667,0.18749999999999997,0.17647058823529413,0.0,0.47,0.0,0.008764241893076249,0.0,0.008522727272727272,0.0,0.030817610062893082,0.06937799043062201,0.08108108108108109,0.1362530413625304,0.23034154090548054,0.0037981551817688553,0.025,0.0005128205128205128,0.1285714285714286,0.0,0.0,0.00025,0.00045454545454545455,0.0006451612903225806,0.0007730147575544624,0.00047393364928909954,0.00046875,0.0006,0.0003,0.001,0.0006441223832528181,0.0005833333333333333,0.0007,0.0005277044854881266,0.0008333333333333334,0.0004,0.0006666666666666668,0.0005,0.0005,0.0003333333333333334,0.0005714285714285715,0.004838709677419355,0.013157894736842105,0.02553191489361702,0.0043859649122807015,0.028947368421052635,0.0,0.0045000000000000005,0.0038461538461538464,0.06,0.016129032258064516,0.0005617977528089887,0.1,0.15,0.08928571428571429,0.0024390243902439024,0.002,0.19047619047619047,0.0,0.017605633802816902,0.047619047619047616,0.09100101112234579,0.0,0.0,0.0,0.05405405405405406,0.12,0.02333333333333333,0.02,0.875
Kidney Beans,vegetable,Legumes,0.27142857142857146,0.23513513513513512,0.005050505050505051,0.0,0.18749999999999997,0.15384615384615385,0.04,0.18749999999999997,0.11764705882352942,0.0,0.23333333333333334,0.0,0.0043821209465381246,0.0,0.005681818181818182,0.0,0.01761006289308176,0.06937799043062201,0.07601351351351351,0.1597729115977291,0.2096902303415409,0.0010851871947911015,0.018333333333333333,0.0003846153846153846,0.08571428571428572,0.0,0.0,0.00025,0.0005,0.0005734767025089606,0.0007730147575544624,0.00047393364928909954,0.0005,0.0007,0.0003,0.001,0.0006441223832528181,0.0006666666666666668,0.0007,0.0005277044854881266,0.0008333333333333334,0.0004,0.0006666666666666668,0.0005,0.0005,0.0003333333333333334,0.0005714285714285715,0.0016129032258064516,0.0021929824561403508,0.006382978723404255,0.0043859649122807015,0.005263157894736842,0.0,0.0034999999999999996,0.0038461538461538464,0.05,0.016129032258064516,0.0003745318352059925,0.075,0.12,0.07142857142857142,0.0024390243902439024,0.002,0.14285714285714285,0.0,0.014084507042253521,0.03571428571428571,0.09100101112234579,0.0,0.0,0.0,0.06306306306306306,0.1,0.016666666666666666,0.02,0.875
Carrots,vegetable,Root Vegetables,0.11428571428571428,0.024324324324324326,0.00202020202020202,0.07877358490566037,0.04125,0.04461538461538462,0.06553333333333333,0.170625,0.08117647058823531,0.016666666666666666,0.03166666666666667,0.0,0.025854513584574936,0.0,0.01875,0.007701283547257876,0.020754716981132074,0.007177033492822967,0.02027027027027027,0.028386050283860504,0.2533756949960286,0.037438958220293,0.004,0.057692307692307696,0.020428571428571428,0.0011185682326621924,0.002,0.01875,0.017272727272727273,0.03369175627240143,0.0421644413211525,0.07109004739336493,0.0221875,0.0,0.032,0.056666666666666664,0.04830917874396135,0.041666666666666664,0.05,0.044854881266490766,0.06666666666666667,0.03,0.05,0.05,0.04,0.05,0.07142857142857142,0.0004838709677419355,0.0002192982456140351,0.002553191489361702,0.0008771929824561404,0.002631578947368421,0.0,0.0075,0.6376923076923077,0.04,0.0,0.00749063670411985,0.225,0.15,0.1285714285714286,0.36585365853658536,0.0,0.06666666666666667,0.0,0.035211267605633804,0.03571428571428571,0.8827098078867542,0.0,0.0,0.0,0.018018018018018018,0.0,0.06666666666666667,0.06,1.0
Sweet Potatoes,vegetable,Root Vegetables,0.2392857142857143,0.043243243243243246,0.00101010101010101,0.1811320754716981,0.049999999999999996,0.023076923076923075,0.04,0.475,0.17647058823529413,0.0,0.023333333333333334,0.0,0.010517090271691499,0.0,0.007386363636363636,0.0016336056009334887,0.018867924528301886,0.014354066985645933,0.04222972972972973,0.027575020275750203,0.26687847498014294,0.02984264785675529,0.005,0.0001282051282051282,0.04285714285714286,0.007829977628635345,0.0,0.018125,0.00909090909090909,0.017921146953405017,0.018973998594518624,0.018957345971563982,0.0146875,0.001,0.015,0.043333333333333335,0.02254428341384863,0.019166666666666665,0.015,0.0079155672823219,0.03333333333333333,0.016,0.03333333333333333,0.023333333333333334,0.02,0.02,0.027142857142857142,0.0004838709677419355,0.0002192982456140351,0.002127659574468085,0.0013157894736842105,0.001842105263157895,0.0,0.01,0.5384615384615384,0.05,0.0,0.0018726591760299626,0.21000000000000002,0.31,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.08450704225352113,0.023809523809523808,0.7714863498483315,0.0,0.0,0.0,0.018018018018018018,0.0,0.016666666666666666,0.2,0.875
Beets,vegetable,Root Vegetables,0.11380952380952382,0.04351351351351351,0.0017171717171717174,0.00018867924528301886,0.019375,0.030769230769230767,0.022266666666666667,0.09687499999999999,0.039411764705882354,0.0030303030303030303,0.18166666666666667,0.0,0.02147239263803681,0.0,0.0011363636363636363,0.00011668611435239207,0.010062893081761006,0.019138755980861247,0.03885135135135135,0.032441200324412,0.25734710087370927,0.042322300596852956,0.005833333333333333,9.615384615384615e-05,0.047,0.007829977628635345,0.02,4.4374999999999994e-05,3.9090909090909085e-05,9.175627240143369e-05,0.00011384399156711174,7.109004739336492e-05,9.4375e-05,8.599999999999999e-05,5.9999999999999995e-05,0.00011333333333333334,7.407407407407407e-05,6.75e-05,8.5e-05,4.4854881266490766e-05,9.333333333333333e-05,5e-05,9.333333333333333e-05,8.166666666666667e-05,7.5e-05,6.333333333333333e-05,8.428571428571429e-05,0.00043548387096774196,0.0007017543859649122,0.0012340425531914894,0.0006140350877192983,0.001131578947368421,0.0,0.0025,0.0015384615384615385,0.01,0.16129032258064516,0.016853932584269662,0.33799999999999997,0.096,0.03142857142857143,0.10569105691056911,0.02,0.06666666666666667,0.0,0.008450704225352112,0.07142857142857142,0.8752275025278058,0.0,0.0,0.0,0.04504504504504505,0.4,0.1,0.66,0.875
Radishes,vegetable,Root Vegetables,0.04047619047619048,0.018378378378378378,0.00101010101010101,0.0006603773584905661,0.0075,0.03,0.016933333333333335,0.103125,0.04176470588235294,0.0030303030303030303,0.041666666666666664,0.0,0.06485539000876425,0.0,0.0031249999999999997,0.0007584597432905484,0.015723270440251572,0.00813397129186603,0.016891891891891893,0.016220600162206,0.18427323272438442,0.021161150298426478,0.004666666666666667,6.41025641025641e-05,0.009857142857142858,0.006711409395973153,0.03,8.750000000000001e-06,6.818181818181818e-06,1.1469534050179212e-05,1.4054813773717499e-05,9.47867298578199e-06,9.0625e-06,1e-05,1.1e-05,1.6666666666666667e-05,1.7713365539452495e-05,1.1666666666666666e-05,1.1e-05,1.0554089709762533e-05,2.1666666666666667e-05,1.4e-05,2e-05,1.6666666666666667e-05,1.5e-05,1.4999999999999999e-05,2e-05,0.0002741935483870968,0.0002850877192982456,0.001,0.0008771929824561404,0.0005263157894736842,0.0,0.00125,7.692307692307693e-07,0.013999999999999999,0.22580645161290322,0.013108614232209739,0.093,0.11000000000000001,0.010714285714285714,0.032520325203252036,0.02,0.0380952380952381,0.0,0.007042253521126761,0.047619047619047616,0.9529828109201213,0.0,0.0,0.0,0.04504504504504505,0.27999999999999997,0.06333333333333332,0.16,0.875
Potatoes,vegetable,Tubers,0.2080952380952381,0.0554054054054054,0.00101010101010101,0.00018867924528301886,0.049999999999999996,0.023076923076923075,0.07066666666666667,0.18749999999999997,0.17647058823529413,0.03636363636363636,0.025,0.0,0.08632778264680105,0.0,0.0002840909090909091,0.0011085180863477245,0.006289308176100629,0.017464114832535887,0.03885135135135135,0.046228710462287104,0.3367752184273233,0.0032555615843733042,0.0055000000000000005,0.14102564102564102,0.02142857142857143,0.0033557046979865767,0.0,0.04,0.031363636363636364,0.07526881720430108,0.14617006324666199,0.10900473933649289,0.0775,0.0,0.056,0.12,0.10466988727858294,0.07916666666666666,0.094,0.0633245382585752,0.09333333333333334,0.052,0.11,0.09666666666666666,0.08,0.07833333333333334,0.12571428571428572,0.0004838709677419355,4.3859649122807014e-05,0.0009148936170212765,8.771929824561403e-05,0.0010789473684210526,0.0,0.015,0.0003076923076923077,0.12,0.0,0.013108614232209739,0.04,0.06,0.014285714285714287,0.4065040650406504,0.0,0.05238095238095238,0.0,0.704225352112676,0.023809523809523808,0.7917087967644084,0.0,0.0,0.0,0.13513513513513514,0.5,0.3333333333333333,0.2,0.7499999999999999
Yams,vegetable,Tubers,0.33214285714285713,0.04054054054054054,0.00202020202020202,0.0,0.075,0.015384615384615384,0.05466666666666666,0.08750000000000001,0.17058823529411765,0.0,0.03,0.0,0.07449605609114812,0.0,0.005113636363636363,0.0,0.010691823899371069,0.013397129186602873,0.03547297297297297,0.027575020275750203,0.647339158061954,0.0048833423765599565,0.0038333333333333336,0.0003333333333333333,0.045714285714285714,0.007829977628635345,0.0,0.04,0.025,0.06451612903225806,0.12087139845397049,0.06635071090047394,0.061875,0.0,0.048,0.06666666666666667,0.06602254428341385,0.05583333333333333,0.051,0.036939313984168866,0.06,0.038,0.07833333333333334,0.058333333333333334,0.05,0.05333333333333334,0.06428571428571428,0.000967741935483871,0.0008771929824561404,0.002127659574468085,0.0004385964912280702,0.0023684210526315787,0.0,0.005,0.0019230769230769232,0.1,0.0,0.011235955056179775,0.04,0.06,0.014285714285714287,0.4878048780487805,0.06,0.09523809523809523,0.0,0.704225352112676,0.05952380952380952,0.7280080889787663,0.0,0.0,0.0,0.13513513513513514,0.5,0.3333333333333333,0.2,0.875
Cassava,vegetable,Tubers,0.4530952380952381,0.036756756756756756,0.0028282828282828287,0.0012264150943396227,0.05437499999999999,0.03692307692307692,0.05693333333333333,0.06687499999999999,0.05176470588235294,0.006060606060606061,0.045,0.0,0.09027169149868537,0.0,0.005397727272727272,0.0011085180863477245,0.010062893081761006,0.006459330143540671,0.03547297297297297,0.021897810218978103,0.21445591739475775,0.007596310363537711,0.005666666666666667,0.0001282051282051282,0.05485714285714286,0.010067114093959731,0.01,2.9375e-05,3.2727272727272725e-05,4.659498207885305e-05,8.643710470836261e-05,8.056872037914692e-05,5.5312499999999996e-05,7.000000000000001e-05,5.9e-05,7.666666666666667e-05,5.797101449275362e-05,5.25e-05,5.6e-05,5.54089709762533e-05,7.5e-05,5.8e-05,7.833333333333333e-05,6.5e-05,5e-05,5.9999999999999995e-05,8e-05,0.0011935483870967741,0.0010745614035087719,0.0012340425531914894,0.0008771929824561404,0.0010526315789473684,0.0,0.0015,0.0008461538461538462,0.012,0.03225806451612903,0.009363295880149813,0.045,0.01,0.060714285714285714,0.08130081300813008,0.02,0.04285714285714286,0.0,0.007746478873239438,0.07142857142857142,0.5935288169868554,0.0,0.0,0.0,0.04504504504504505,0.35,0.07,1.0,0.7499999999999999
Butternut Squash,vegetable,Squash and Gourds,0.14285714285714285,0.02702702702702703,0.00101010101010101,1.0,0.049999999999999996,0.04615384615384615,0.04,0.25,0.11764705882352942,0.0,0.1,0.0,0.0876424189307625,0.0,0.028409090909090908,0.0005834305717619603,0.052830188679245285,0.01674641148325359,0.057432432432432436,0.027575020275750203,0.22478157267672755,0.0010851871947911015,0.005,0.07692307692307693,0.028571428571428574,0.0,0.0,0.014375,0.01,0.025806451612903226,0.03373155305692199,0.037914691943127965,0.0171875,0.0,0.02,0.03333333333333333,0.03542673107890499,0.028333333333333332,0.018,0.018469656992084433,0.03333333333333333,0.023,0.04,0.03,0.035,0.016666666666666666,0.03142857142857143,0.0003225806451612903,0.0010964912280701754,0.000425531914893617,0.0004385964912280702,0.0005263157894736842,0.0,0.0,1.0,0.0,0.0,0.0018726591760299626,0.0,0.0,0.05357142857142857,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.910010111223458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
Zucchini,vegetable,Squash and Gourds,0.036904761904761905,0.032432432432432434,0.0030303030303030303,0.0018867924528301887,0.01875,0.030769230769230767,0.02,0.125,0.05882352941176471,0.0,0.016666666666666666,0.0,0.07449605609114812,0.0,0.0034090909090909085,0.0011668611435239206,0.010062893081761006,0.006698564593301436,0.028716216216216218,0.021086780210867802,0.20651310563939634,0.0010851871947911015,0.0033333333333333335,0.05128205128205128,0.014285714285714287,0.0,0.0,0.011875,0.007727272727272728,0.017921146953405017,0.02178496134926212,0.023696682464454975,0.0128125,0.0,0.014,0.02666666666666667,0.02254428341384863,0.0175,0.012,0.013192612137203167,0.023333333333333334,0.017,0.03,0.02,0.025,0.013333333333333334,0.02142857142857143,0.0008064516129032258,0.0015350877192982456,0.002127659574468085,0.0008771929824561404,0.001842105263157895,0.0,0.0,0.023076923076923078,0.0,0.0,0.0009363295880149813,0.0,0.0,0.03928571428571429,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.9302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
Pumpkin,vegetable,Squash and Gourds,0.07738095238095238,0.02702702702702703,0.00101010101010101,0.4018867924528302,0.01875,0.023076923076923075,0.04,0.25,0.05882352941176471,0.0,0.02666666666666667,0.0,0.039439088518843125,0.0,0.008522727272727272,0.0005834305717619603,0.021383647798742137,0.019138755980861247,0.02027027027027027,0.027575020275750203,0.2692613185067514,0.0005425935973955507,0.005,0.05128205128205128,0.014285714285714287,0.0,0.0,0.011875,0.007727272727272728,0.017921146953405017,0.02178496134926212,0.023696682464454975,0.0128125,0.0,0.014,0.02666666666666667,0.02254428341384863,0.0175,0.012,0.013192612137203167,0.023333333333333334,0.017,0.03,0.02,0.025,0.013333333333333334,0.02142857142857143,0.0003225806451612903,0.0015350877192982456,0.000851063829787234,0.0008771929824561404,0.0005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0003745318352059925,0.0,0.0,0.07142857142857142,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.9201213346814964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
Cucumber,vegetable,Squash and Gourds,0.04321428571428571,0.01756756756756757,0.0011111111111111111,0.00990566037735849,0.016874999999999998,0.025384615384615384,0.006533333333333334,0.161875,0.023529411764705882,0.013636363636363637,0.011666666666666667,0.0,0.012269938650306749,0.0,0.0008522727272727271,0.009568261376896148,0.010062893081761006,0.006698564593301436,0.02195945945945946,0.019464720194647202,0.11596505162827642,0.0010851871947911015,0.0033333333333333335,5.384615384615385e-05,0.011285714285714286,0.0033557046979865767,0.01,6.25e-06,5.4545454545454545e-06,7.885304659498208e-06,1.7568517217146874e-05,9.47867298578199e-06,1.34375e-05,1.1e-05,1e-05,1.3333333333333333e-05,1.4492753623188405e-05,1e-05,1.3e-05,7.9155672823219e-06,1.8333333333333333e-05,8.999999999999999e-06,2e-05,1.6666666666666667e-05,1.5e-05,1.1666666666666666e-05,1.4285714285714285e-05,0.0005967741935483871,0.0004385964912280702,0.0005531914893617021,0.00030701754385964913,0.00039473684210526315,0.0,0.002,0.0009230769230769231,0.01,0.016129032258064516,0.013108614232209739,0.08349999999999999,0.087,0.0032142857142857142,0.008130081300813009,0.02,0.011904761904761904,0.0,0.007042253521126761,0.03571428571428571,0.9529828109201213,0.0,0.0,0.0,0.036036036036036036,0.01,0.04,0.03,0.875
Tomatoes,vegetable,Nightshades,0.04642857142857143,0.024324324324324326,0.00202020202020202,0.07858490566037736,0.023124999999999996,0.028461538461538458,0.039599999999999996,0.156875,0.047058823529411764,0.0,0.025,0.0,0.06134969325153374,0.0,0.01534090909090909,0.004609101516919486,0.011320754716981131,0.011961722488038277,0.018581081081081082,0.019464720194647202,0.187450357426529,0.0027129679869777536,0.0033333333333333335,0.00010256410256410257,0.011428571428571429,0.0,0.0,3.125e-05,3.6363636363636364e-05,3.5842293906810036e-05,7.02740688685875e-05,4.739336492890995e-05,6.25e-05,7.000000000000001e-05,5e-05,9.999999999999999e-05,4.830917874396135e-05,4.166666666666667e-05,4e-05,5.277044854881267e-05,6.666666666666667e-05,5e-05,8.333333333333334e-05,4.9999999999999996e-05,5e-05,3.3333333333333335e-05,5.714285714285714e-05,0.0004838709677419355,0.0006578947368421052,0.0010638297872340426,0.0013157894736842105,0.0005263157894736842,0.0,0.0015,0.15384615384615385,0.046,0.0,0.0009363295880149813,0.065,0.19,0.028571428571428574,0.0016260162601626016,0.002,0.02857142857142857,0.0,0.01619718309859155,0.002380952380952381,0.9504550050556116,0.0,0.0,0.0,0.0,0.01,0.0,0.002,0.875
Bell Peppers,vegetable,Nightshades,0.07142857142857142,0.024324324324324326,0.00202020202020202,0.29547169811320756,0.043750000000000004,0.07692307692307693,0.06666666666666667,0.25,0.17647058823529413,0.0,0.07666666666666666,0.0,0.5609114811568799,0.0,0.028409090909090908,0.0028004667444574095,0.006289308176100629,0.011961722488038277,0.016891891891891893,0.016220600162206,0.16679904686258937,0.0010851871947911015,0.0033333333333333335,0.0001282051282051282,0.014285714285714287,0.0,0.0,3.125e-05,3.181818181818182e-05,3.5842293906810036e-05,7.02740688685875e-05,4.739336492890995e-05,6.25e-05,5.9999999999999995e-05,5e-05,9.999999999999999e-05,4.830917874396135e-05,4.166666666666667e-05,4e-05,5.277044854881267e-05,6.666666666666667e-05,5e-05,8.333333333333334e-05,4.9999999999999996e-05,5e-05,3.3333333333333335e-05,5.714285714285714e-05,0.0004838709677419355,0.0004385964912280702,0.002127659574468085,0.0008771929824561404,0.002105263157894737,0.0,0.005,0.15384615384615385,0.09,0.0,0.000749063670411985,0.1,0.32,0.024999999999999998,0.0024390243902439024,0.004,0.05,0.0,0.03169014084507042,0.004761904761904762,0.9302325581395349,0.0,0.0,0.0,0.009009009009009009,0.01,0.0,0.002,1.0
